Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Pakistán,PAK,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,3406742576,3795844722,4072098744,4566895944,5121326329,5752876895,6802351668,7564124307,8329288878,8918890625,9931198662,10580767700,11703994182,12026223274,12227885012,13464882307,14954407651,16797670141,17065165352,18348188708,20663375832,23363317173,24919617590,24551561529,27390827117,30241086483,29850953918,30095124742,32310194704,34190096147,33109821460,32367945483,34320831456,37037199281,36934077635,34578129332,37723507984,42604467681,50185422684,57000598839,63482952104,65088322905,63954134989,60297830475,64359863498,68749830505,75206431382,93158143047,1.00E+11,1.10E+11,1.18E+11,1.31E+11,1.27E+11,
Panamá,PAN,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,228889000,288645000,406418000,538468000,675859828,932255270.1,1345440966,1684307922,2312657197,2604254499,2974726359,3366138804,3923156323,4388876150,4364608241,4758648951,4859017855,5630291096,6066338000,6318048599,6678516551,6840934346,6486042009,6957894780,7128839711,6284254962,6069859168,6023868074,6407340971,6874885534,6608486066,7809026504,7957910539,8286475088,8431382637,8693825729,9519917247,9369795700,44782347181,45601302940,48882069159,57055801275,61429104400,68348318189,78034041164,88501170629,89440297343,93148803468,1.00E+11,1.07E+11,1.09E+11,,,
Perú,PER,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,3299813045,3409738681,3585308810,4023439917,5380537914,6263823225,7725087025,9323170354,9864921759,9416570414,9534086344,8742790843,10871140798,11510208724,12325632944,13049982871,15046004899,17636125496,18380470897,18770828680,20297695234,20804189541,20421065904,23650210716,26596519779,30911667665,29032988173,29724003467,30581703300,29361508475,28834463710,27722614292,28445374390,30221849066,31742552290,29513668636,29295983200,32239012465,34719588729,37389855105,42153893574,45012107240,61628878217,63547800561,67907395747,67186181292,69612783914,67603581697,66769271406,64247279473,73549205267,86460826529,88084223158,
Filipinas,PHL,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,2196027769,2419452685,2671171407,2761258308,3305257925,4170679936,6039460845,8183427508,10772164769,13281603751,17417202375,20785921054,24412638706,24211103887,24356701585,26637306936,28204156851,29784762859,28932152203,28652845075,30579850827,32493338656,33219038810,36142381235,40249396304,39371063205,43993253268,50698365609,53589505356,58466255808,58441426798,58387459922,60050188380,62750286524,61138846543,58683969834,57587666398,59166510966,58257911058,55972281264,65346014588,66101515849,69359153733,66187916921,77164821039,76266262181,74747741448,73108188467,78989513052,83643882832,98498410045,1.06E+11,1.11E+11,
Palau,PLW,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua Nueva Guinea,PNG,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,208775480,407176568,495025775,525578942,505321531,506036560.4,520751938.4,675812946,583277481.3,608638131.4,719001777.7,1184523872,1627595971,1867658923,2029276420,2112192646,1984116632,2275815263,2249839539,2316234092,2593899558,2774125272,3788946401,3268510852,2792345094,2505573004,2507363358,2589508593,2712134542,2657223999,2325079588,2047405720,1856713721,1863354063,1769749011,1870906690,1754570835,1530876143,1436380431,1768982573,5987009775,12584089528,14922490380,21609688424,20428666793,20386681360,19247283289,17223736382,17723605373,18744676569,18046873709,19710405017,18699746215,
Polonia,POL,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
previa al dividendo demográfico,PRE,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corea, República Popular Democrática de",PRK,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,PRY,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,144131808.1,162143126.8,184900809.6,208205811.2,257137393,310687008.8,375035112.8,555080513.4,723510117.6,912112477.7,1056127262,1249022955,1396514339,1510708330,1563667839,1907737936,2173394456,2610091519,2433415138,2459604125,2176252017,2129183915,1690940097,1649950802,2153330722,2617585263,2604084334,2496673813,2826034208,3433334795,3106035614,2867285123,3373052130,6798833898,7376893644,8302216058,9565284909,10714075893,12542605510,14051476382,16123448799,16051060834,16604841153,16493944683,17269695330,17297632892,17231065429,17047059549,17183302980,17639968576,20727223300,22193192182,24514706329,
Ribera Occidental y Gaza,PSE,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estados pequeos de las Islas del Pacfico,PSS,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
posterior al dividendo demográfico,PST,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polinesia Francesa,PYF,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rumania,ROU,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,30147075.5,108913673.1,138779516,210867977.6,524565856.5,755809145.7,959935902.8,3583369133,9762279288,10446728442,10003161301,9128472548,7757568202,7008017637,6983317694,6579983312,2960340729,1086835958,1139859077,2159379246,3272087505,4281771713,5601780025,6832100324,8454022646,9636709338,10107804714,9110874002,11259184999,12740486836,16781888348,22739460915,29689407906,38884059951,53980696725,84381083205,99447360367,1.14E+11,1.15E+11,1.20E+11,1.21E+11,1.24E+11,1.12E+11,96449761851,96117936188,1.14E+11,1.13E+11,1.18E+11,1.42E+11,,,
Federación de Rusia,RUS,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79671384012,1.12E+11,1.22E+11,1.22E+11,1.27E+11,1.28E+11,1.76E+11,1.80E+11,1.47E+11,1.41E+11,1.38E+11,1.86E+11,2.14E+11,2.50E+11,3.11E+11,4.16E+11,4.19E+11,4.06E+11,4.18E+11,5.44E+11,5.92E+11,6.69E+11,5.54E+11,4.92E+11,5.35E+11,5.19E+11,4.78E+11,4.86E+11,4.61E+11,4.72E+11,3.76E+11,
Rwanda,RWA,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,4878977.4,1998751.4,3384478.7,7914015.3,12310096.7,24074478.2,47677144.2,87491537.9,126802922,156078453.5,189831300.7,196579659,218308574.3,240503861.8,290096525.8,365597855.9,451264931.1,605111630.7,653567381.9,623297105,711728808,809899702.6,857063267.2,908962809.2,955151668.6,1032504217,1045357834,1112854512,1227864435,1311799009,1289758078,1299040552,1452031422,1555052247,1670716289,1526467033,433571511,619217476.9,928908920.7,1101366315,1233314076,1460707197,1814518290,2314567423,2909860018,3451961693,4318716828,5076087516,5681082351,6514940152,8193642651,9317675645,9690063880,
Asia meridional,SAS,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,12271342949,13653981111,14814536966,16682348927,19887080824,22150834236,24374023712,26552670832,29172793637,31797699778,36536040123,39829630256,46638206621,51443646976,54087845696,63156086024,72697802413,85813882213,93142923608,1.09E+11,1.24E+11,1.30E+11,1.35E+11,1.39E+11,1.51E+11,1.51E+11,1.50E+11,1.49E+11,1.58E+11,1.64E+11,1.62E+11,1.59E+11,1.71E+11,1.89E+11,1.96E+11,1.90E+11,2.35E+11,2.90E+11,3.25E+11,3.67E+11,4.10E+11,4.61E+11,5.30E+11,5.68E+11,6.09E+11,6.40E+11,6.29E+11,7.18E+11,7.44E+11,8.04E+11,8.31E+11,9.13E+11,9.19E+11,
Arabia Saudita,SAU,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudán,SDN,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,385062510.6,395962358,452076898.3,564428703.6,1136481106,1598563165,2087109291,2620862387,3159023633,4077980153,5176866635,6193993919,7169372762,7506202443,8480412476,8955218075,9631230107,11248637749,11530990243,13359370988,14798052810,15298882978,15558414381,15979632963,17096156407,17816478183,16971980942,16326140589,16843023941,16205567434,16097061560,15031932329,16154779699,17349202470,18404623840,17670919956,18579233642,20006622120,20583833870,21359139483,22592936139,21460776766,22078258219,22721577870,21971960139,21657734194,21361220380,21969916334,21804558729,22843960860,23811303093,22968456717,22432729497,
Senegal,SEN,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,145252948.4,152510983.4,161630904.1,199394700.6,265053301.3,349089898.5,409699389,628096050.2,894933930.7,1122627355,1473265666,1670746376,1859912163,2072975337,2197164471,2559359018,3230709274,4036586048,3893072266,3278516016,3750339026,3589290724,3684277264,3843451728,3697792446,3915938300,3786088622,3805574683,4096776592,4000850003,3653475931,3700965275,4118750355,4397912285,3940274904,3861745159,1936520868,2585777650,2850930593,3720886238,4649791196,5804988082,7108292991,8180882074,10761477258,10478611828,11466164925,14246124888,18981750740,19243016303,23286447933,28513132369,32126237510,
Singapur,SGP,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Islas Salomón,SLB,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,11479143.5,13761784,19399965,23416124,28028049.2,34345140.3,44042054.2,65542894,76820063.1,97512652.7,103661460.7,99982954,120500491.4,129466452.6,94291522.1,150544684.3,154928415.7,158741508.5,147494744.3,139946900.8,154585730.7,165883917,156207110.5,164030802.8,180737376.7,181240395,179639740,167389191.6,174423711.1,178330553.8,166904390.6,172447071.6,230756584.9,257503829.4,228146820.3,203970814.6,187516688.3,207462428.9,263838572.3,376730656.2,323533174.2,350464708.8,428927088.9,483164953,502988215.2,
Sierra Leona,SLE,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,61400031.7,111055280.8,119385359.4,141780896.4,192934915.6,204952159.9,233371952.3,289671338.3,346957175.3,420277110.6,484856463.4,603585822.9,648424257.2,648742644.1,620429061,712222501,872673735.1,1036088194,1036485425,1089991403,1196563741,1271189257,1390152938,1556470570,1557983212,1249606745,1241837538,1200047496,1314139190,1319225621,1248363709,1256749339,1408416911,1575774381,1683344085,1804606614,1528631482,551066958.2,633810297.6,856852310.4,931127139.3,1050427526,1335279659,1399720821,1433230470,1558269902,1627146240,1752872456,1757230853,1855825335,2109178657,2450704006,2331196990,
El Salvador,SLV,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,205547537.2,230545489.7,277866666.7,282878601.1,419353322.8,491365106.2,567663297.6,813716218,998400248.5,973789596.7,996824512.7,1219725516,1535580027,1840051299,1927867240,1947465463,1955293878,2073829069,2098775766,2171656070,2232089055,2272547390,2346752650,1992942228,2163863050,2569443218,2872513549,3203304452,3310661338,3762995866,4535064825,5344553478,6114021552,8616503266,9147790266,9621574748,10004564796,9864898765,10688436436,10405779193,11495710497,12729163389,13548206071,14131937323,15168975769,15570377313,16566778004,17179362768,16724734484,17398214892,18479126634,20326023715,21299072243,
San Marino,SMR,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,73220144.1,79710586.3,96232136.6,118816346.9,153787755.8,185278662.1,242236035.1,318670720.5,410803672.5,461002731,537806923.4,943549900.4,1112727706,1301878679,1413251593,1551613403,1709094992,1878432482,1947394726,2030965476,2244600538,2325272820,2328282431,2381899238,2500958277,2556348055,2528407325,2450397711,2529802081,2526665895,2477537976,2476280807,2607722167,2762599394,2775888430,2672234286,2762438310,2868829766,2865716564,2943660875,2934384056,2940364940,2940422479,2938896763,2837118512,2770590307,2744666128,2833531570,5558434813,5621339497,4658362465,4211181016,4163976590,
Serbia,SRB,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,2329427796,3115343352,3932625146,4798029564,5640709041,6626723037,8317656495,10136187400,12541323594,15981333109,18494670860,20652767920,19905765859,20481895432,19647974298,22254003529,21502883401,22471937201,21177810252,19072884955,17792819637,16472055974,16483026471,12708824729,11100638782,10785293240,9409821312,10616369759,10897975637,10978472129,11573165500,12478681867,11400905180,14259748379,14562774445,16159378880,19885774046,26211637916,30493346801,33809169779,32907137502,31657124952,34361115815,35636906791,32114239790,30260552577,27911436868,30937500405,31054169369,32109016714,38040503965,41166041485,44160464537,
África al sur del Sahara (excluido altos ingresos),SSA,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,6910800740,8712797516,10031592331,13096812359,16355850702,19557504779,22458674154,31319098885,40828151298,48325876814,60308554845,68875890978,75907161771,85407612559,89203276369,1.04E+11,1.17E+11,1.42E+11,1.44E+11,1.57E+11,1.76E+11,1.82E+11,1.82E+11,1.88E+11,2.22E+11,2.36E+11,2.32E+11,2.27E+11,2.30E+11,2.18E+11,2.16E+11,2.09E+11,2.31E+11,2.53E+11,2.68E+11,2.49E+11,2.14E+11,2.49E+11,2.58E+11,2.94E+11,3.40E+11,3.77E+11,4.26E+11,4.66E+11,5.05E+11,5.10E+11,5.56E+11,6.51E+11,6.89E+11,7.38E+11,7.76E+11,8.15E+11,8.32E+11,
Sudán del Sur,SSD,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
África al sur del Sahara,SSF,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pequeños Estados,SST,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santo Tomé y Príncipe,STP,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,2183745.2,10315766.6,16719040.6,23460544.5,34421443.2,37835228.9,43794125.3,54043032,62644805,78917328.4,97671747.7,109175723.8,134446478.1,150047861.4,167715805.5,189843609.2,209813616.4,222778525.7,245655455.1,235376843,238209013.7,258261791,321781710.6,304831898.2,308356185,333450000.5,339959178.8,361057555.2,335612441.8,351558074.5,166187260.3,131728912.6,157000836.3,181091117.6,229714903.5,196953110.5,209885395.9,223944644.6,237958644.5,244530227.4,265720888.6,248836527.5,277098659,316720463.8,331341886.8,391535907.1,
Suriname,SUR,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2562547848,2962151765,3127952233,3540169610,3927536691,3885790062,4139440483,4160453308,
República Eslovaca,SVK,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eslovenia,SVN,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suecia,SWE,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,37033600,34636158.6,32579541.5,36932052.2,36186536.7,33746594.9,40783709.8,61099341.7,148246663.9,183128664.8,207635163.8,185846514,205660366.1,237056126.4,191395502.5,236548443.2,273377332.3,302794584.4,259436559.3,271146128,256044454.3,260437309.6,237910547,228166871.4,240790698.9,249640731.9,234857815.8,409051383.1,300826830.3,340291444,333715753.2,348534802.3,410868440.2,453448988.2,463598561.7,520294300.9,474976016.6,497453127.3,480084136.5,526442283,1016095656,1038510828,863170341.8,753685365.3,536860007.6,449611575.9,765045805.4,872584998.9,766109447.1,833719718.4,957337769.2,1178834584,1211144995,
Sint Maarten (Dutch part),SXM,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
República Árabe Siria,SYR,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5388704719,5688619011,5276579227,4980444783,4748208497,4765860589,4608449443,4419183536,4367932031,4603897926,4583582194,4590239654,4763247278,5028598332,4847741936,
Islas Turcas y Caicos,TCA,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,35194310.6,46987777.5,36535574.4,47949602.6,76033230.3,143033649.6,155883421.2,206649548,280957463.7,308437524.2,284235851.4,259160026.3,220537735.7,219447718.7,193968687.4,216488390.3,263170300.2,347956438.9,395720698.4,398671140,514179006.1,616560585.1,641682750.2,692281243.3,784041894.7,841874677.3,946588238.7,956913401.4,1029974193,1109216581,1098901269,1095686160,1276030379,1539458241,1652259153,1629648503,1757292383,1848758227,1802466708,1874375775,2157556371,2331370125,2346572489,2910578276,3724337230,2798645241,2857894669,3134245757,3180873066,3216211690,3487196050,3585529285,3470952821,
Asia oriental y el Pacífico (BIRF y la AIF),TEA,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europa y Asia central (BIRF y la AIF),TEC,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,TGO,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,39801356.9,47286582.2,47049050.8,69570984.1,126779361.8,167825816.5,242230566.9,434315074.4,820147734.1,1103302011,1122269876,998488103.2,950904818.5,916720382.4,801989757.6,934737436.2,1064791560,1234549173,1221898000,1175991339,1280414838,1350918506,1352229619,1292462409,1454418478,1474990120,1487243523,1344663528,1471814621,1538399194,1445960551,1422893099,1601843853,1731925829,1838337733,1686929450,1794483965,1967192421,1638757943,1723149567,1279093105,624820833.4,749441245.9,925618363,1022442329,1097348790,1207508413,1628664100,1700696697,1989552068,2508122481,3413019499,3117656618,
Tailandia,THA,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,1000572109,1079128840,1229411688,1245690376,1600893355,1865317539,2325633646,3344454730,5029137829,6644774201,8297078411,10851629853,12237908792,13902415140,15012831077,17545477592,18537200102,20385283142,21763483335,23536747458,28165126439,37772319225,41864442860,52717189061,65596252733,1.00E+11,1.13E+11,1.10E+11,1.05E+11,96903100977,79830056193,67296708659,62922110903,58452984710,58416708560,58524721298,62716469252,63156007038,66708742798,80931068118,1.07E+11,1.18E+11,1.51E+11,1.54E+11,1.47E+11,1.32E+11,1.40E+11,1.63E+11,1.82E+11,1.78E+11,1.97E+11,2.06E+11,1.92E+11,
Tayikistán,TJK,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9731000,382514000,577538000,629795000,694309400.4,1050335124,1228826959,1373567364,1140676654,1162073155,1254304143,1272329032,1166678857,1116909977,1060790373,1348486856,2497045163,2666229140,3561185321,3922103878,4619361917,4862292684,5123749263,5144129015,5180495791,5865953296,6086669246,6632776524,6903659102,6970252411,6744547551,
Turkmenistán,TKM,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276435325,431045659.1,402248484.2,756163428.6,1866474843,2397439413,2732208441,2627007066,2241509192,2130945861,1916765264,1815782396,1152800558,991050916.5,877831145.5,817830560.1,803881172.3,1682020478,4296648712,6547850612,8278943711,7360924924,7003746694,8167364609,8650279591,8159810792,6515849192,5636041536,4850980367,4509485178,
América Latina y el Caribe (BIRF y la AIF),TLA,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,TLS,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76035316.9,89494692.9,104305452.7,116733681.1,80907571.1,124522399.4,158056457,203400669.6,231800534.6,278614052.2,289694707.8,
Oriente Medio y Norte de África (BIRF y la AIF),TMN,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,TON,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,24548074.2,28928950,36096245.2,37559875,39140012.4,53683028,44995161.5,43482995.3,44241811.7,58640380.3,64114187.2,63805061.3,58675998.8,64879601.7,78049432.9,73965562.4,71355546.3,81495989.1,93415984.1,94356377.1,89030079.1,91618892.9,96867967,98959554,114892400.3,153652255.8,191201692.9,197996915.7,199562997.3,195924377.2,184338819.8,174411669.5,193072348.9,187000421.1,186647313.7,194579370.9,223626733.7,209927234.2,
Asia meridional (BIRF y la AIF),TSA,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
África al sur del Sahara (BIRF y la AIF),TSS,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad y Tobago,TTO,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Túnez,TUN,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,603200003.2,676455154.3,753125154.8,881771774.4,1008315139,1115794379,1290725427,2248212072,2954540544,3410535276,3533404839,3611172894,3777334493,4063243816,4097321563,4886601244,5944706613,6817910803,6800232969,6974803135,7689870905,8251258474,8542684832,8693836169,9614053660,10819480147,11379084346,11229245891,10845598412,11912144320,11355178323,12916759884,15492472053,18111591847,19666798758,18026851124,18811540908,20688545831,21564744180,22911905182,22666098010,22836117770,25399450709,25762521692,26936706204,27487161066,28827589266,33501134243,35051946556,39444820155,41116676994,41668314092,39652035127,
Turquía,TUR,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,2746453200,3287188317,3554569348,4204209180,4632821915,5058841387,6001284290,11452264699,14854969076,15928443383,19131092825,19235548687,19715948885,20324049084,21607735275,26012647741,32933723354,40943579865,40992842916,41577128630,49424152195,50873488640,56553858154,68604763966,66249185120,73781102424,80624816759,84719917065,96953865166,1.02E+11,1.17E+11,1.13E+11,1.32E+11,1.48E+11,1.65E+11,1.78E+11,2.18E+11,2.69E+11,2.94E+11,2.86E+11,3.17E+11,3.21E+11,3.53E+11,4.02E+11,4.14E+11,4.00E+11,3.99E+11,4.47E+11,4.26E+11,4.15E+11,4.29E+11,4.38E+11,4.59E+11,
Tuvalu,TUV,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
